Local time,Open,High,Low,Close,Volume
21.10.2006 00:30:00.000 GMT+0330,590.628,590.628,590.628,590.628,0
22.10.2006 00:30:00.000 GMT+0330,590.628,590.628,590.628,590.628,0
23.10.2006 00:30:00.000 GMT+0330,590.830,592.557,578.636,581.203,25465563.058900006
24.10.2006 00:30:00.000 GMT+0330,581.330,586.257,572.364,585.286,26932622.015699994
25.10.2006 00:30:00.000 GMT+0330,585.762,591.666,578.880,590.147,25667822.062900003
26.10.2006 00:30:00.000 GMT+0330,590.144,598.168,589.030,596.283,27771178.1263
27.10.2006 00:30:00.000 GMT+0330,596.363,599.794,591.000,598.618,23474957.823700003
28.10.2006 00:30:00.000 GMT+0330,598.618,598.618,598.618,598.618,0
29.10.2006 00:30:00.000 GMT+0330,598.618,598.618,598.618,598.618,0
30.10.2006 01:30:00.000 GMT+0330,599.066,610.088,597.461,602.883,25630392.044700004
31.10.2006 01:30:00.000 GMT+0330,603.062,607.439,597.536,605.497,25141050.9645
01.11.2006 01:30:00.000 GMT+0330,606.029,619.194,604.660,616.602,27113874.9719
02.11.2006 01:30:00.000 GMT+0330,616.167,625.677,613.146,623.504,28459207.117600005
03.11.2006 01:30:00.000 GMT+0330,624.046,628.821,616.986,626.719,23692969.0244
04.11.2006 01:30:00.000 GMT+0330,626.719,626.719,626.719,626.719,0
05.11.2006 01:30:00.000 GMT+0330,626.719,626.719,626.719,626.719,0
06.11.2006 01:30:00.000 GMT+0330,626.250,629.314,621.530,621.739,25814485.907500003
07.11.2006 01:30:00.000 GMT+0330,622.268,628.741,620.993,624.306,27502610.832699995
08.11.2006 01:30:00.000 GMT+0330,624.217,626.626,612.260,614.656,26053874.0158
09.11.2006 01:30:00.000 GMT+0330,614.793,635.366,614.174,632.614,28021161.8544
10.11.2006 01:30:00.000 GMT+0330,632.691,636.259,624.662,627.248,24433424.174900003
11.11.2006 01:30:00.000 GMT+0330,627.248,627.248,627.248,627.248,0
12.11.2006 01:30:00.000 GMT+0330,627.248,627.248,627.248,627.248,0
13.11.2006 01:30:00.000 GMT+0330,627.573,632.316,619.920,625.033,25969527.036099993
14.11.2006 01:30:00.000 GMT+0330,624.725,628.941,618.493,620.022,27086327.642199997
15.11.2006 01:30:00.000 GMT+0330,620.197,624.507,614.545,622.001,26973705.2919
16.11.2006 01:30:00.000 GMT+0330,621.975,627.950,616.818,617.568,27761481.165900003
17.11.2006 01:30:00.000 GMT+0330,617.815,622.040,613.978,621.090,23716850.936499998
18.11.2006 01:30:00.000 GMT+0330,621.090,621.090,621.090,621.090,0
19.11.2006 01:30:00.000 GMT+0330,621.090,621.090,621.090,621.090,0
20.11.2006 01:30:00.000 GMT+0330,621.530,626.515,619.774,622.124,25796322.7779
21.11.2006 01:30:00.000 GMT+0330,622.117,628.668,620.968,626.744,26910346.239699993
22.11.2006 01:30:00.000 GMT+0330,626.738,634.458,625.015,629.306,25266712.188699998
23.11.2006 01:30:00.000 GMT+0330,629.205,631.237,627.695,630.415,19266239.1663
24.11.2006 01:30:00.000 GMT+0330,629.966,639.716,629.450,636.408,21887677.907899998
25.11.2006 01:30:00.000 GMT+0330,636.408,636.408,636.408,636.408,0
26.11.2006 01:30:00.000 GMT+0330,636.408,636.408,636.408,636.408,0
27.11.2006 01:30:00.000 GMT+0330,636.331,641.402,635.977,639.482,26229869.097599994
28.11.2006 01:30:00.000 GMT+0330,639.316,641.410,632.180,639.393,27714545.250099998
29.11.2006 01:30:00.000 GMT+0330,639.481,640.251,634.033,635.566,26170927.2266
30.11.2006 01:30:00.000 GMT+0330,635.760,648.596,635.218,645.813,24343068.033400003
01.12.2006 01:30:00.000 GMT+0330,646.022,649.630,642.920,644.864,23771177.0534
02.12.2006 01:30:00.000 GMT+0330,644.864,644.864,644.864,644.864,0
03.12.2006 01:30:00.000 GMT+0330,644.864,644.864,644.864,644.864,0
04.12.2006 01:30:00.000 GMT+0330,644.629,647.772,639.844,645.226,25762504.8609
05.12.2006 01:30:00.000 GMT+0330,645.491,648.384,638.198,642.314,27705145.239800002
06.12.2006 01:30:00.000 GMT+0330,642.055,642.543,628.066,629.999,27836788.714
07.12.2006 01:30:00.000 GMT+0330,630.165,633.758,623.999,632.870,28682532.191299994
08.12.2006 01:30:00.000 GMT+0330,632.693,637.638,622.385,623.965,23576370.924899995
09.12.2006 01:30:00.000 GMT+0330,623.965,623.965,623.965,623.965,0
10.12.2006 01:30:00.000 GMT+0330,623.965,623.965,623.965,623.965,0
11.12.2006 01:30:00.000 GMT+0330,624.561,630.301,622.122,629.219,25773359.8798
12.12.2006 01:30:00.000 GMT+0330,629.263,630.742,625.651,629.557,27669094.800699998
13.12.2006 01:30:00.000 GMT+0330,629.369,630.054,622.610,627.533,26949915.9455
14.12.2006 01:30:00.000 GMT+0330,627.487,629.039,624.144,625.172,27800208.2111
15.12.2006 01:30:00.000 GMT+0330,625.023,628.762,613.660,614.463,23103248.1193
16.12.2006 01:30:00.000 GMT+0330,614.463,614.463,614.463,614.463,0
17.12.2006 01:30:00.000 GMT+0330,614.463,614.463,614.463,614.463,0
18.12.2006 01:30:00.000 GMT+0330,614.898,617.949,611.108,615.373,26062035.0539
19.12.2006 01:30:00.000 GMT+0330,615.747,622.780,613.892,622.391,26947674.9303
20.12.2006 01:30:00.000 GMT+0330,622.276,624.450,618.271,619.330,26896407.961799994
21.12.2006 01:30:00.000 GMT+0330,619.460,622.180,616.842,617.646,27335609.853200007
22.12.2006 01:30:00.000 GMT+0330,617.696,621.294,617.245,620.430,22158117.801000003
23.12.2006 01:30:00.000 GMT+0330,620.430,620.430,620.430,620.430,0
24.12.2006 01:30:00.000 GMT+0330,620.430,620.430,620.430,620.430,0
25.12.2006 01:30:00.000 GMT+0330,619.943,621.037,619.180,620.620,10536984.920500003
26.12.2006 01:30:00.000 GMT+0330,620.487,629.295,620.029,623.494,22217179.030300003
27.12.2006 01:30:00.000 GMT+0330,623.601,629.220,622.643,626.163,26433374.196199995
28.12.2006 01:30:00.000 GMT+0330,625.879,635.559,625.612,633.984,25827922.0462
29.12.2006 01:30:00.000 GMT+0330,634.003,636.358,631.073,635.695,22464569.061999995
30.12.2006 01:30:00.000 GMT+0330,635.695,635.695,635.695,635.695,0
31.12.2006 01:30:00.000 GMT+0330,635.695,635.695,635.695,635.695,0
01.01.2007 01:30:00.000 GMT+0330,635.757,636.225,635.006,635.876,10469722.986200001
02.01.2007 01:30:00.000 GMT+0330,635.784,640.802,635.173,639.591,25720387.071499996
03.01.2007 01:30:00.000 GMT+0330,639.405,644.663,624.634,627.105,25574387.073399995
04.01.2007 01:30:00.000 GMT+0330,626.951,630.352,619.600,620.665,27966560.1255
05.01.2007 01:30:00.000 GMT+0330,620.938,625.768,601.591,606.841,23612552.22549999
06.01.2007 01:30:00.000 GMT+0330,606.841,606.841,606.841,606.841,0
07.01.2007 01:30:00.000 GMT+0330,606.841,606.841,606.841,606.841,0
08.01.2007 01:30:00.000 GMT+0330,606.711,610.130,602.943,609.492,25307515.114400003
09.01.2007 01:30:00.000 GMT+0330,609.851,615.662,605.281,613.142,26973355.9489
10.01.2007 01:30:00.000 GMT+0330,612.696,613.884,605.153,610.374,26670186.1623
11.01.2007 01:30:00.000 GMT+0330,610.266,615.785,607.982,610.975,28902355.909300003
12.01.2007 01:30:00.000 GMT+0330,610.643,627.323,608.678,626.233,24420875.0724
13.01.2007 01:30:00.000 GMT+0330,626.233,626.233,626.233,626.233,0
14.01.2007 01:30:00.000 GMT+0330,626.233,626.233,626.233,626.233,0
15.01.2007 01:30:00.000 GMT+0330,625.720,627.767,623.679,625.944,26295089.066299997
16.01.2007 01:30:00.000 GMT+0330,625.816,627.950,621.981,624.061,28037201.8813
17.01.2007 01:30:00.000 GMT+0330,624.031,633.707,619.363,631.157,27287794.232499998
18.01.2007 01:30:00.000 GMT+0330,631.257,636.480,625.672,626.472,28531214.058399998
19.01.2007 01:30:00.000 GMT+0330,626.761,636.083,625.698,634.771,23528338.8196
20.01.2007 01:30:00.000 GMT+0330,634.771,634.771,634.771,634.771,0
21.01.2007 01:30:00.000 GMT+0330,634.771,634.771,634.771,634.771,0
22.01.2007 01:30:00.000 GMT+0330,634.571,639.340,631.065,632.427,25314569.785899997
23.01.2007 01:30:00.000 GMT+0330,632.712,647.615,631.709,646.294,27405516.982100002
24.01.2007 01:30:00.000 GMT+0330,645.540,648.580,638.015,648.164,27691326.916000005
25.01.2007 01:30:00.000 GMT+0330,648.151,654.442,644.375,645.253,28236494.779699996
26.01.2007 01:30:00.000 GMT+0330,645.090,647.833,639.942,645.380,23748052.001000002
27.01.2007 01:30:00.000 GMT+0330,645.380,645.380,645.380,645.380,0
28.01.2007 01:30:00.000 GMT+0330,645.380,645.380,645.380,645.380,0
29.01.2007 01:30:00.000 GMT+0330,645.262,647.708,640.028,643.216,24941902.875899997
30.01.2007 01:30:00.000 GMT+0330,642.867,647.327,639.983,646.643,26842424.988500006
31.01.2007 01:30:00.000 GMT+0330,646.848,654.648,641.285,652.322,26770966.887399998
01.02.2007 01:30:00.000 GMT+0330,652.171,661.108,650.819,656.450,28000462.234200004
02.02.2007 01:30:00.000 GMT+0330,656.259,659.558,642.190,647.066,23534546.971400004
03.02.2007 01:30:00.000 GMT+0330,647.066,647.066,647.066,647.066,0
04.02.2007 01:30:00.000 GMT+0330,647.066,647.066,647.066,647.066,0
05.02.2007 01:30:00.000 GMT+0330,646.846,651.687,645.171,647.946,25582033.8426
06.02.2007 01:30:00.000 GMT+0330,647.480,658.229,646.928,652.766,26122337.192399997
07.02.2007 01:30:00.000 GMT+0330,652.808,656.508,650.032,650.932,23707592.9342
08.02.2007 01:30:00.000 GMT+0330,650.789,661.015,646.879,659.584,26252519.011499997
09.02.2007 01:30:00.000 GMT+0330,659.603,668.044,656.227,666.063,20274252.921299998
10.02.2007 01:30:00.000 GMT+0330,666.063,666.063,666.063,666.063,0
11.02.2007 01:30:00.000 GMT+0330,666.063,666.063,666.063,666.063,0
12.02.2007 01:30:00.000 GMT+0330,666.027,668.107,659.061,660.231,24355828.985600002
13.02.2007 01:30:00.000 GMT+0330,660.588,668.870,659.796,663.558,27155623.0187
14.02.2007 01:30:00.000 GMT+0330,663.572,671.708,662.734,668.266,27369000.733
15.02.2007 01:30:00.000 GMT+0330,668.598,670.400,661.906,669.008,27349309.832
16.02.2007 01:30:00.000 GMT+0330,668.969,669.504,662.058,668.094,21782481.9684
17.02.2007 01:30:00.000 GMT+0330,668.094,668.094,668.094,668.094,0
18.02.2007 01:30:00.000 GMT+0330,668.094,668.094,668.094,668.094,0
19.02.2007 01:30:00.000 GMT+0330,668.315,673.102,666.718,669.796,21589814.781999998
20.02.2007 01:30:00.000 GMT+0330,669.851,671.784,655.147,656.526,25837395.1313
21.02.2007 01:30:00.000 GMT+0330,656.819,682.247,656.093,677.999,26647854.0302
22.02.2007 01:30:00.000 GMT+0330,678.269,680.829,674.685,676.683,27422930.061699994
23.02.2007 01:30:00.000 GMT+0330,676.869,688.208,671.910,681.920,23262098.282600004
24.02.2007 01:30:00.000 GMT+0330,681.920,681.920,681.920,681.920,0
25.02.2007 01:30:00.000 GMT+0330,681.920,681.920,681.920,681.920,0
26.02.2007 01:30:00.000 GMT+0330,681.745,687.731,680.718,685.968,25558986.753200006
27.02.2007 01:30:00.000 GMT+0330,685.775,688.470,658.578,662.501,27101504.147099998
28.02.2007 01:30:00.000 GMT+0330,662.691,677.324,660.812,668.820,27666121.721200004
01.03.2007 01:30:00.000 GMT+0330,668.594,677.355,660.943,663.616,29244580.8653
02.03.2007 01:30:00.000 GMT+0330,663.369,665.430,639.779,641.904,24483504.027300004
03.03.2007 01:30:00.000 GMT+0330,641.904,641.904,641.904,641.904,0
04.03.2007 01:30:00.000 GMT+0330,641.904,641.904,641.904,641.904,0
05.03.2007 01:30:00.000 GMT+0330,641.983,644.617,632.570,635.851,26188894.107800003
06.03.2007 01:30:00.000 GMT+0330,635.419,647.648,631.853,645.906,28456970.0357
07.03.2007 01:30:00.000 GMT+0330,646.123,651.532,641.749,648.532,28072815.8353
08.03.2007 01:30:00.000 GMT+0330,648.598,655.758,646.260,650.722,27947987.973500002
09.03.2007 01:30:00.000 GMT+0330,650.957,657.897,646.977,648.923,23398143.14249999
10.03.2007 01:30:00.000 GMT+0330,648.923,648.923,648.923,648.923,0
11.03.2007 01:30:00.000 GMT+0330,648.923,648.923,648.923,648.923,0
12.03.2007 00:30:00.000 GMT+0330,648.741,653.596,644.849,649.623,24298426.047
13.03.2007 00:30:00.000 GMT+0330,649.457,651.895,641.266,643.033,26938116.8485
14.03.2007 00:30:00.000 GMT+0330,643.108,645.770,635.852,644.063,26151670.157800004
15.03.2007 00:30:00.000 GMT+0330,643.806,650.070,642.378,646.198,27292419.1356
16.03.2007 00:30:00.000 GMT+0330,646.198,655.570,644.510,652.398,23646536.111800004
17.03.2007 00:30:00.000 GMT+0330,652.398,652.398,652.398,652.398,0
18.03.2007 00:30:00.000 GMT+0330,652.398,652.398,652.398,652.398,0
19.03.2007 00:30:00.000 GMT+0330,651.821,655.976,650.742,653.231,24262141.1831
20.03.2007 00:30:00.000 GMT+0330,653.639,660.820,651.664,658.144,26316324.05539999
21.03.2007 00:30:00.000 GMT+0330,658.460,663.839,655.562,663.167,25136022.1506
22.03.2007 00:30:00.000 GMT+0330,663.723,666.547,661.067,662.997,27292404.2343
23.03.2007 00:30:00.000 GMT+0330,663.410,664.505,654.198,656.373,22662292.271700002
24.03.2007 00:30:00.000 GMT+0330,656.373,656.373,656.373,656.373,0
25.03.2007 00:30:00.000 GMT+0330,656.373,656.373,656.373,656.373,0
26.03.2007 00:30:00.000 GMT+0330,656.378,664.894,655.704,663.673,6274838.0005
27.03.2007 00:30:00.000 GMT+0330,663.646,665.408,660.585,664.147,6378490.0236
28.03.2007 00:30:00.000 GMT+0330,664.069,669.197,656.438,664.898,6466344.9823
29.03.2007 00:30:00.000 GMT+0330,665.320,666.098,654.466,660.797,6518984.9956
30.03.2007 00:30:00.000 GMT+0330,661.144,667.548,659.870,663.308,5613971.993599999
31.03.2007 00:30:00.000 GMT+0330,663.308,663.308,663.308,663.308,0
01.04.2007 00:30:00.000 GMT+0330,663.308,663.308,662.908,662.908,0
02.04.2007 00:30:00.000 GMT+0330,662.857,665.952,655.929,663.493,5576564.9638
03.04.2007 00:30:00.000 GMT+0330,663.483,667.570,661.198,663.804,6157907.031399999
04.04.2007 00:30:00.000 GMT+0330,663.597,675.269,662.795,673.573,5912786.960399998
05.04.2007 00:30:00.000 GMT+0330,673.523,675.598,670.948,674.397,5550033.9567
06.04.2007 00:30:00.000 GMT+0330,674.045,674.641,672.372,673.570,2529229.954
07.04.2007 00:30:00.000 GMT+0330,673.570,673.570,673.570,673.570,0
08.04.2007 00:30:00.000 GMT+0330,673.570,673.570,673.570,673.570,0
09.04.2007 00:30:00.000 GMT+0330,673.497,677.255,669.209,670.621,5377955.980400001
10.04.2007 00:30:00.000 GMT+0330,670.573,681.470,670.398,677.320,6004035.010700001
11.04.2007 00:30:00.000 GMT+0330,677.247,680.642,673.448,676.547,5927295.051699998
12.04.2007 00:30:00.000 GMT+0330,676.748,679.598,670.669,675.670,6150014.042899999
13.04.2007 00:30:00.000 GMT+0330,675.447,685.437,675.123,684.647,6001515.9696
14.04.2007 00:30:00.000 GMT+0330,684.647,684.647,684.647,684.647,0
15.04.2007 00:30:00.000 GMT+0330,684.647,684.647,684.647,684.647,0
16.04.2007 00:30:00.000 GMT+0330,684.908,690.953,682.926,689.651,5451859.0457999995
17.04.2007 00:30:00.000 GMT+0330,689.707,690.570,685.247,686.047,5893831.014600001
18.04.2007 00:30:00.000 GMT+0330,685.898,690.620,684.922,689.522,5763294.9355
19.04.2007 00:30:00.000 GMT+0330,689.547,691.498,678.245,682.423,6279886.975799999
20.04.2007 00:30:00.000 GMT+0330,682.513,693.670,682.223,691.498,5848862.0297
21.04.2007 00:30:00.000 GMT+0330,691.498,691.498,691.498,691.498,0
22.04.2007 00:30:00.000 GMT+0330,691.498,691.498,691.498,691.498,0
23.04.2007 00:30:00.000 GMT+0330,691.159,693.143,686.186,688.624,5456636.9578
24.04.2007 00:30:00.000 GMT+0330,688.610,691.461,680.844,683.552,6024116.009699998
25.04.2007 00:30:00.000 GMT+0330,683.581,686.508,681.325,685.628,6174060.0019
26.04.2007 00:30:00.000 GMT+0330,685.604,686.472,670.929,674.376,6003898.955800001
27.04.2007 00:30:00.000 GMT+0330,674.358,681.626,670.384,680.973,5921437.963799999
28.04.2007 00:30:00.000 GMT+0330,680.973,680.973,680.973,680.973,0
29.04.2007 00:30:00.000 GMT+0330,680.973,680.973,680.973,680.973,0
30.04.2007 00:30:00.000 GMT+0330,680.526,681.443,675.561,677.885,5337825.9616
01.05.2007 00:30:00.000 GMT+0330,677.912,678.797,670.969,673.064,5490034.990199999
02.05.2007 00:30:00.000 GMT+0330,673.107,674.718,667.014,672.623,5662182.0182
03.05.2007 00:30:00.000 GMT+0330,672.621,682.252,671.745,681.612,5551050.0449
04.05.2007 00:30:00.000 GMT+0330,681.655,690.223,679.423,688.055,5390375.018200001
05.05.2007 00:30:00.000 GMT+0330,688.055,688.055,688.055,688.055,0
06.05.2007 00:30:00.000 GMT+0330,688.055,688.055,688.055,688.055,0
07.05.2007 00:30:00.000 GMT+0330,687.786,690.519,686.310,688.308,5123007.997900001
08.05.2007 00:30:00.000 GMT+0330,688.202,688.470,681.604,684.941,5906932.026099999
09.05.2007 00:30:00.000 GMT+0330,684.834,686.305,675.588,680.036,5728528.991400001
10.05.2007 00:30:00.000 GMT+0330,679.870,680.832,664.204,665.667,6140060.946299998
11.05.2007 00:30:00.000 GMT+0330,665.579,672.203,664.015,670.620,6095210.909900001
12.05.2007 00:30:00.000 GMT+0330,670.620,670.620,670.620,670.620,0
13.05.2007 00:30:00.000 GMT+0330,670.620,670.620,670.620,670.620,0
14.05.2007 00:30:00.000 GMT+0330,670.031,674.609,665.912,669.051,5714550.018400001
15.05.2007 00:30:00.000 GMT+0330,669.258,673.232,664.203,671.571,5723487.980800001
16.05.2007 00:30:00.000 GMT+0330,671.404,672.913,659.232,661.380,5680157.9783000015
17.05.2007 00:30:00.000 GMT+0330,661.373,664.198,653.531,657.260,6054405.0262
18.05.2007 00:30:00.000 GMT+0330,657.145,662.622,655.392,661.223,5619615.9792
19.05.2007 00:30:00.000 GMT+0330,661.223,661.223,661.223,661.223,0
20.05.2007 00:30:00.000 GMT+0330,661.223,661.223,661.223,661.223,0
21.05.2007 00:30:00.000 GMT+0330,661.020,663.296,656.487,662.623,5113957.9492
22.05.2007 00:30:00.000 GMT+0330,662.709,665.123,657.348,658.847,5635337.024900001
23.05.2007 00:30:00.000 GMT+0330,658.798,664.714,656.498,661.247,5620768.0405
24.05.2007 00:30:00.000 GMT+0330,661.298,662.570,651.020,654.047,5683197.9825
25.05.2007 00:30:00.000 GMT+0330,654.048,656.733,652.647,655.660,5421374.9989
26.05.2007 00:30:00.000 GMT+0330,655.660,655.660,655.660,655.660,0
27.05.2007 00:30:00.000 GMT+0330,655.660,655.660,655.660,655.660,0
28.05.2007 00:30:00.000 GMT+0330,655.270,656.303,654.257,654.993,4001813.0319
29.05.2007 00:30:00.000 GMT+0330,655.004,661.748,653.870,655.822,5683713.041099999
30.05.2007 00:30:00.000 GMT+0330,656.497,658.470,651.198,652.945,5408738.0097
31.05.2007 00:30:00.000 GMT+0330,653.047,661.598,652.145,660.270,5976644.068899998
01.06.2007 00:30:00.000 GMT+0330,659.720,671.670,659.647,670.787,5516837.991800002
02.06.2007 00:30:00.000 GMT+0330,670.787,670.787,670.787,670.787,0
03.06.2007 00:30:00.000 GMT+0330,670.787,670.787,670.787,670.787,0
04.06.2007 00:30:00.000 GMT+0330,670.443,673.595,667.903,670.647,5092622.011699999
05.06.2007 00:30:00.000 GMT+0330,670.589,673.203,668.248,669.570,5453341.9833
06.06.2007 00:30:00.000 GMT+0330,669.710,671.748,664.245,670.370,5464741.9975000005
07.06.2007 00:30:00.000 GMT+0330,670.245,672.798,657.072,658.620,5907195.046399999
08.06.2007 00:30:00.000 GMT+0330,658.095,661.298,643.598,648.295,5555076.017999999
09.06.2007 00:30:00.000 GMT+0330,648.295,648.295,648.295,648.295,0
10.06.2007 00:30:00.000 GMT+0330,648.295,648.295,648.295,648.295,0
11.06.2007 00:30:00.000 GMT+0330,647.588,654.586,647.437,653.204,5273014.0276
12.06.2007 00:30:00.000 GMT+0330,653.252,654.513,645.123,646.295,5729802.9662
13.06.2007 00:30:00.000 GMT+0330,646.898,652.497,642.623,651.172,5678799.972000001
14.06.2007 00:30:00.000 GMT+0330,651.197,654.220,645.298,650.995,5831868.976600001
15.06.2007 00:30:00.000 GMT+0330,651.548,655.570,649.122,654.460,5528553.016400001
16.06.2007 00:30:00.000 GMT+0330,654.460,654.460,654.460,654.460,0
17.06.2007 00:30:00.000 GMT+0330,654.460,654.460,654.460,654.460,0
18.06.2007 00:30:00.000 GMT+0330,654.722,658.955,654.156,655.515,5399218.9615
19.06.2007 00:30:00.000 GMT+0330,655.605,661.919,652.947,660.447,5374169.982799999
20.06.2007 00:30:00.000 GMT+0330,660.632,661.669,651.948,654.073,5419144.9957
21.06.2007 00:30:00.000 GMT+0330,654.070,656.520,647.073,651.048,5608576.9906
22.06.2007 00:30:00.000 GMT+0330,651.390,656.297,650.034,653.820,5451716.9817
23.06.2007 00:30:00.000 GMT+0330,653.820,653.820,653.820,653.820,0
24.06.2007 00:30:00.000 GMT+0330,653.820,653.820,653.820,653.820,0
25.06.2007 00:30:00.000 GMT+0330,653.848,654.045,648.351,650.826,5180875.9642
26.06.2007 00:30:00.000 GMT+0330,650.884,651.648,639.510,640.848,5682604.037099999
27.06.2007 00:30:00.000 GMT+0330,640.897,644.697,638.448,642.645,5658457.9945
28.06.2007 00:30:00.000 GMT+0330,642.597,649.722,642.222,648.118,5967499.9639
29.06.2007 00:30:00.000 GMT+0330,648.398,652.398,645.719,649.158,5473851.010099999
30.06.2007 00:30:00.000 GMT+0330,649.158,649.158,649.158,649.158,0
01.07.2007 00:30:00.000 GMT+0330,649.158,649.158,648.668,648.668,0
02.07.2007 00:30:00.000 GMT+0330,648.668,658.373,648.076,656.341,5060174.010799999
03.07.2007 00:30:00.000 GMT+0330,656.350,657.920,651.345,652.770,4949523.0167
04.07.2007 00:30:00.000 GMT+0330,652.798,654.748,652.447,653.597,4484542.0123
05.07.2007 00:30:00.000 GMT+0330,653.570,656.495,645.598,648.880,5376933.9547
06.07.2007 00:30:00.000 GMT+0330,649.298,655.828,644.522,655.468,5463501.0809
07.07.2007 00:30:00.000 GMT+0330,655.468,655.468,655.468,655.468,0
08.07.2007 00:30:00.000 GMT+0330,655.468,655.468,655.468,655.468,0
09.07.2007 00:30:00.000 GMT+0330,655.457,662.372,652.872,659.984,5264955.967799999
10.07.2007 00:30:00.000 GMT+0330,659.982,664.753,658.098,662.898,5430785.0004
11.07.2007 00:30:00.000 GMT+0330,662.848,665.777,658.998,660.647,5536739.0293
12.07.2007 00:30:00.000 GMT+0330,660.548,669.197,660.322,666.148,5593393.9813
13.07.2007 00:30:00.000 GMT+0330,666.123,668.458,662.997,666.223,5460080.973699999
14.07.2007 00:30:00.000 GMT+0330,666.223,666.223,666.223,666.223,0
15.07.2007 00:30:00.000 GMT+0330,666.223,666.223,666.223,666.223,0
16.07.2007 00:30:00.000 GMT+0330,666.637,668.421,663.134,664.455,5119140.9749
17.07.2007 00:30:00.000 GMT+0330,664.444,667.072,661.922,664.497,5457063.0043
18.07.2007 00:30:00.000 GMT+0330,664.470,674.197,663.923,672.647,5701178.9977
19.07.2007 00:30:00.000 GMT+0330,672.470,677.570,670.597,677.110,6187206.007600001
20.07.2007 00:30:00.000 GMT+0330,677.055,686.147,674.722,682.935,5766062.021299998
21.07.2007 00:30:00.000 GMT+0330,682.935,682.935,682.935,682.935,0
22.07.2007 00:30:00.000 GMT+0330,682.935,682.935,682.935,682.935,0
23.07.2007 00:30:00.000 GMT+0330,683.048,684.562,679.803,681.142,5426087.9385
24.07.2007 00:30:00.000 GMT+0330,681.003,686.972,680.297,680.395,5975157.0748000005
25.07.2007 00:30:00.000 GMT+0330,680.498,681.822,669.997,674.545,5978935.025900001
26.07.2007 00:30:00.000 GMT+0330,674.548,676.647,659.545,662.295,5993532.0468
27.07.2007 00:30:00.000 GMT+0330,662.548,666.945,656.373,660.548,6232891.9916
28.07.2007 00:30:00.000 GMT+0330,660.548,660.548,660.548,660.548,0
29.07.2007 00:30:00.000 GMT+0330,660.548,660.548,660.548,660.548,0
30.07.2007 00:30:00.000 GMT+0330,660.723,665.497,659.476,664.273,5581532.001299999
31.07.2007 00:30:00.000 GMT+0330,664.311,668.644,662.848,663.748,5838946.9608
01.08.2007 00:30:00.000 GMT+0330,663.773,666.797,658.353,666.547,5802919.969
02.08.2007 00:30:00.000 GMT+0330,666.520,667.347,662.122,665.298,6184799.9394
03.08.2007 00:30:00.000 GMT+0330,665.423,675.198,664.297,673.270,5795529.961800001
04.08.2007 00:30:00.000 GMT+0330,673.270,673.270,673.270,673.270,0
05.08.2007 00:30:00.000 GMT+0330,673.270,673.270,673.270,673.270,0
06.08.2007 00:30:00.000 GMT+0330,672.648,674.972,668.532,671.571,5617455.929599999
07.08.2007 00:30:00.000 GMT+0330,671.463,672.366,665.547,671.948,5958861.954599999
08.08.2007 00:30:00.000 GMT+0330,671.997,676.595,668.948,674.645,5955321.922900001
09.08.2007 00:30:00.000 GMT+0330,674.573,674.751,659.884,661.570,6279407.9854
10.08.2007 00:30:00.000 GMT+0330,661.348,676.147,657.648,672.398,6310339.987500001
11.08.2007 00:30:00.000 GMT+0330,672.398,672.398,672.398,672.398,0
12.08.2007 00:30:00.000 GMT+0330,672.398,672.398,672.398,672.398,0
13.08.2007 00:30:00.000 GMT+0330,672.170,672.370,667.865,668.881,5675948.947699999
14.08.2007 00:30:00.000 GMT+0330,668.933,670.969,665.272,668.647,5878513.023500001
15.08.2007 00:30:00.000 GMT+0330,668.670,670.705,661.448,667.373,5987481.989
16.08.2007 00:30:00.000 GMT+0330,667.098,668.723,641.723,652.097,6149386.011100002
17.08.2007 00:30:00.000 GMT+0330,652.070,662.647,645.498,657.197,6089165.009499999
18.08.2007 00:30:00.000 GMT+0330,657.197,657.197,657.197,657.197,0
19.08.2007 00:30:00.000 GMT+0330,657.197,657.197,657.197,657.197,0
20.08.2007 00:30:00.000 GMT+0330,657.170,660.016,653.051,657.092,5720050.961
21.08.2007 00:30:00.000 GMT+0330,656.988,659.461,654.289,656.751,6055675.9388
22.08.2007 00:30:00.000 GMT+0330,656.889,661.369,654.034,660.318,5856236.994400001
23.08.2007 00:30:00.000 GMT+0330,660.344,664.575,657.865,659.628,6322809.9646000005
24.08.2007 00:30:00.000 GMT+0330,659.537,668.561,656.870,667.600,5939169.988200001
25.08.2007 00:30:00.000 GMT+0330,667.600,667.600,667.600,667.600,0
26.08.2007 00:30:00.000 GMT+0330,667.600,667.600,667.600,667.600,0
27.08.2007 00:30:00.000 GMT+0330,667.648,668.299,665.400,666.991,5480770.9977
28.08.2007 00:30:00.000 GMT+0330,666.946,667.817,661.611,661.936,6028259.0092
29.08.2007 00:30:00.000 GMT+0330,661.926,668.336,661.009,666.909,6035595.9609
30.08.2007 00:30:00.000 GMT+0330,666.999,667.421,663.206,664.715,6197749.033700001
31.08.2007 00:30:00.000 GMT+0330,664.686,674.507,664.096,672.761,6081416.040699999
01.09.2007 00:30:00.000 GMT+0330,672.761,672.761,672.338,672.338,0
02.09.2007 00:30:00.000 GMT+0330,672.338,672.338,672.338,672.338,0
03.09.2007 00:30:00.000 GMT+0330,672.348,673.414,670.575,671.818,4816136.010000001
